,sentence
1,this case describes social and health impact which arose as a result of interdisciplinary research at the university of liverpool and the university of manchester on the use of computer tools for communication with children and vulnerable adults
0,this research led to the development of the in my shoes ims computer program which is now widely used for interviewing children for example in cases of child abuse in local authorities across the uk
1,since 2008 ims has been used in the uk by more than 750 practitioners including psychologists child psychiatrists other mental health staff health workers educational workers and specialists in forensic services
0,ims is also used internationally in ireland belgium sweden and norway where more than 100 practitioners are already trained and are using the program in their day to day work
2,lse research has helped shape children s internet literacy and safety  policy
0,in the uk the research informed the establishment of the uk  council for child internet safety ukccis and the creation by the council  of the uk s first child internet safety strategy
0,based on the research  the council tasked industry to improve safety tools and raised awareness  among parents and teachers
0,this has enhanced children s online  opportunities digital literacy and ability to cope with online risks  thereby reducing the probability of harm
0,in europe the research informed  the european commission s safer internet programme s work on industry  guidance safety tools and awareness campaigns shifting the emphasis from  protecting children to empowering them to use the internet safely and with  confidence
2,policy and practical initiatives around the world draw on the  methodology and findings of the research
0,work carried out by stalford and drywood at the liverpool law school  between 2008 and  2012 has been at the forefront of eu action in the field of children s  rights
0,it has provided the  blue print for a coherent approach to the development monitoring and  evaluation of  children s rights at european level
2,in doing so it has directly  influenced the way in which  laws and policies are formulated by the european institutions towards  more explicit  meaningful engagement with children
2,in addition to the longer term benefits for children of more responsive  laws and policies at eu level  the research cited in this case study has reached a wide range of  beneficiaries encompassing the  eu institutions and agencies the international legal community and the  ngo sector
0,in particular  the authors comprehensive development of a detailed set of eu children s  rights indicators and  child rights mainstreaming methodology have been endorsed by the european  institutions and  ngo sector as mechanisms central to monitoring the compatibility of  european measures with  international children s rights obligations
0,the extent to which these  processes enhance the eu s  legal and policy responses to specific children s rights issues is already  evident in the development  of eu child protection measures and in negotiations with states wishing to  join the eu
0,many adverse outcomes including deaths have been attributed to alarms
0,historically alarms have fallen short of their potential to contribute to  safe working because the psychological aspects of understanding and  responding to alarms were overlooked
0,without careful consideration of the  relationship between the acoustic elements embodied in their design and  their relationship to both understanding and timely response alarms by  themselves are no guarantee of safety
0,edworthy and hellier have a long  record of influential work on the study of the relationship between alarm  design understanding and response
2,this involvement has led to changes  in guidelines international standards the development of best practice  documents and new products in both healthcare and the rail industry in  both the uk and worldwide particularly the us
0,the human factors group hfg has established an evidence base to inform  the design implementation and evaluation of risk communications in  promoting safe behaviour
0,they have delineated a range of design  linguistic and personal variables that influence the effectiveness of risk  communications as well as identifying important demographic and  psychological variables that affect personal safety particularly in  relation to driving
0,this evidence has been used to inform the development  of road safety interventions and tools guidelines for communication in  civil emergencies
2,there has been impact at national and local government  level driving changes in policy and practice
2,evidence has been  integrated into the road safety policy and interventions of local  government and into government guidance on communicating during civil  emergencies
0,emergency preparedness documents for public use have been  developed and validated
2,our success at embedding research evidence into  practice has received national and international recognition e g
1,prince  michael international road safety award 2012 hm government emergency  preparedness guidance  case study illustrating good practice and a  request for dissemination to world health organisation
2,this research improved policy makers and practitioners understanding of  well being among residents of social care facilities by identifying the  factors contributing to residents quality of life
0,this research resulted  in the development of the adult social care outcomes toolkit ascot   whose use is rapidly increasing both in the uk and internationally
2,evidence from beneficiaries including policy makers experts and service  practitioners as well as interviews with service users indicates that  ascot captures aspects of well being that are highly valued by service  users and policy makers alike
0,young lives is identifying major influences on children s development  from infancy to adulthood by carrying out a pioneering longitudinal study  across four developing countries over 15 years
2,young lives gathers and  analyses data on how childhood is changing in diverse communities  especially through the impact of economic cultural and policy shifts by  studying two age cohorts in each country
2,unicef the world bank plan  international and save the children international among others are  using young lives research to design childhood poverty reduction policies  in the post 2015 development agenda
0,the research also underpins the  re visioning of global child protection work by unicef save the children  canada and world vision uk
1,this case study highlights a body of research around health research  priority setting rps that assists policy makers in effectively targeting  research that has the greatest potential health benefit
0,empirical  research on rps led to organizational changes and new policies within the  cochrane collaboration along with new training resources and new rps  exercises
1,a research gap on inequalities in the risk of oral cancer in  the english south asian population led to an evidence synthesis exercise  being carried out by the national institute for health and care excellence  nice and the formulation of a new public health guideline
1,this case study demonstrates the impact of research focussed on  establishing a set of european core competences in genetics for health  professionals
1,prior to the research there were clear inequities and  inconsistency of practice regarding genetic health services for patients  across europe in particular in the fields of genetic counselling and  genetic nursing
0,the core competences for genetic nurses and counsellors  are now being used as the foundation for genetic nursing and genetic  counselling profession in europe to improve standards of patient care
0,standards of practice and education curricula for master s degree  training programmes and a formal european registration process for genetic  counsellors and nurses are all based on the outcomes of the initial study  at plymouth
0,these measures have resulted in professionalization of  genetic nursing and genetic counselling in the european context and  consequently improved consistency of care
0,this case study concerns research around public injecting and risks and  has been led by prof coomber in partnership with drug and alcohol action  teams daats in plymouth barking and dagenham and southend
2,the  exploration and analysis of public injecting activity has impacted upon  the policy and practice of all three daats
0,the research has led to the  improved management of an environmental risk and hazard impacted upon the  planning of drug support services and led to a change in strategy amongst  drug agencies in the three locations
0,this case study concerns a body of research conducted at plymouth  university on outdoor and experiential learning
0,the research has impacted  upon children and schools through developing outdoor learning approaches  and schools making changes to the school physical environment to support  learning
0,it has also impacted upon practitioners and their practices and  influenced the review of outdoor learning curriculum in victoria  australia
0,it has led to a successful lottery bid led by the silvanus  trust which is having a direct impact on practitioners and their approach  to understanding outdoor learning and well being
2,this research on those with intellectual and developmental disabilities  idd who exhibit challenging and or criminal behaviour has impacted on  public policy professional practice and carers and service users  quality of life both in the uk and internationally e g
0,japan new  zealand
2,the impact has been maximised by the researchers serving on  government advisory committees writing government policy documents and  delivering training to service providers and their staff
0,the research was  also fundamental in establishing the need for networks to support service  users and their families leading to the formation of the challenging  behaviour foundation
0,this research developed brain computer interfacing technology which has  enabled people with severe physical disability to interact with and create  music
0,professor eduardo miranda and his team built and trialled a  proof of concept device for patients suffering from almost total paralysis  of the body
0,locally this has significantly improved the quality of life  for one individual and changed the attitudes of hospital staff
0,more  widely it is informing the further development of assistive bcmi  technology and contributing to on going and emergent impact in musical  creativity that engenders new ways of thinking about the potential  relationships between science technology and music
0,this research on deinstitutionalisation and high quality community based  services has helped  transform the political and public debate informing the management of  services and improving the  quality of life of people with intellectual and developmental disabilities  idd by changing the  practices and attitudes of staff
0,it has led to people leading more active  and fulfilling lives and  experiencing more choice and control
0,these impacts have reached far  beyond the uk extending  to ireland central and eastern europe australia and elsewhere
0,this research involved the first socio political analysis of the japanese  child protection and child  welfare system to be published in either japanese or english
2,it has had a  major impact on  debates which led in japan in 2010 and 2011 to the most significant policy  changes in the past  sixty five years in relation to the care and treatment of all looked after  children in japan currently  numbering around 40 000
0,it has also influenced the way in which trainee  child protection social  workers are educated and how research on child welfare institutions is  undertaken
2,hewstone s theory and research on intergroup contact has made two major  contributions to uk policy on social integration  1 promoting community  cohesion between different ethnic groups for example by providing a  guiding principle for policy documents and survey items for the  citizenship survey prepared by department of communities and local  government dclg
0,2 providing the theoretical base and rigorous  evidence for the sharing education programme sep in northern ireland  ni  which links schools across the denominational divide and provides  opportunities for sustained contact for pupils who typically have no such  cross group exchanges
0,sep is already having impact in changing attitudes  in ni and elsewhere
0,we have developed and applied an approach to help athletes view the  psychological stress of competition as a challenge positive rather than  a threat negative
0,this approach either has been or is shortly to be  used in professional football professional cricket international rowing  international futsal as well as being applied to the workplace and in  education
0,central to this approach is a protocol underpinned by theory  for assessing cardiovascular responses to the psychological stress of  competition that indicates a challenge or threat state
0,based on this  protocol feedback is provided which is used to identify and support  those who may need to develop a challenge approach
0,the impact of this  work is disseminated through public engagement events and invited talks
1,clark carter and colleagues research on impact of facial morphing technology on smoking cessation has given national and international smoking cessation programmes a strong evidence base for the importance of focusing on the negative effects of smoking on personal appearance as well as on health
0,the work has impacted internationally the developers of the software utilised in our studies aprilage inc  have used the research as evidence for effectiveness of their software and stop smoking websites in the usa canada and ireland cite our research in full
0,in the uk at least three stop smoking services have incorporated age appearance morphing programmes into their practice as a direct result of workshops on our research findings and the operation  smokestorm smoking prevention initiative used by more than 100 schools across the uk uses our research findings as part of the rationale for focusing on the appearance damaging effects of smoking in the intervention
0,dr helen lee works with an international team on research identifying  workplace risks and  implementing changes to improve the well being of a beer sellers  community in the developing  country of cambodia
1,research identifying risks from hiv aids 21 7% and  alcohol overuse 1 2  litres of beer nightly has had different forms of impact the  implementation of i an educational and  industry skills training programme  8212 hotel apprenticeship program hap  reaching 30 women who  reported changes in awareness of health risks how hiv aids is transmitted  and the effect of  alcohol overuse on health and behaviour change zero alcohol consumption  and no longer  engaging in indirect sex work  ii a peer educator outreach programme  reaching over 10 600  people in the siem reap community and iii raising public and brewers  awareness of beer sellers  health risks through websites over 51 900 visits
0,in 2013 a near zero  prevalence for hiv aids in  the target group is reported
2,advanced practice roles in nursing apn roles have been developed widely  across a range of healthcare settings and organisational boundaries in  response to government policy directives
0,a programme of research has been  undertaken to generate robust evidence of the contribution of apn roles to  healthcare
0,research outputs include a theoretical framework to evaluate  the impact of these roles
0,this framework has been used to underpin the  development of a practical toolkit to assist practitioners to demonstrate  their impact on patients staff and the organisations in which they work
0,beneficiaries include policymakers professional organisations and nhs  providers and individual practitioners
0,policy makers professional and public audiences interested in young  people s learning about sex and sexuality often approach discussions with  strongly held sometimes conflicting views
2,research at sheffield hallam  university has contributed knowledge and understanding to discussions in   national policy and practice development and public debate  with impacts on education service provision and support for young people
1,findings have been used in parliamentary debates by national  organisations lobbying for continued or improved provision in personal  social health and economic education pshe  and in discussions about  bullying in both lesbian gay bisexual and trans lgbt specific and  also in mainstream community contexts
0,this has led to increased  understanding about homophobia and lgbt wellbeing
0,the research involved the first uncensored documentation of the  contemporary uk military pathway and has been used internationally to  raise awareness in professional participants and the general public of the  ethical and practical complexities of militarised healthcare
0,the impact of this research was evidenced within three distinct gt  territories 1
0,informing improvements in military and civilian   training leading to the creation of standard briefing materials for  british deployed forces medics and civilians to ensure early awareness of  the care pathway  2
0,establishing additional reference points within contemporary   art discourse and reflecting on the role of independent observers of  conflict and 3
0,aiding patient recovery and understanding by  helping individuals reconcile the profound change that they have undergone  through injury and by establishing precedents for a format of  comprehensive patient diaries enabling longer term understanding of  traumatic experience
0,the impact is founded upon methodologically innovative research that was  carried out into football fans attitudes towards homosexuality with a  subsequent study concerning race taking up the same methods
0,the  conclusions reached challenged a widely held set of assumptions
2,the  research in turn prompted positive responses from the government  equalities office and the report of the house of commons committee on  racism in football
0,the research was also extensively reported on in the  press internationally and has been used in several major radio and  television documentary programmes
0,the research then has been an  important and continuing influence in the debates concerning professional  football culture
0,this case has generated a new model of communication practice to deal  with sensitive issues and risk behaviours
0,a range of personal and policy  community impacts were achieved through implementing peer led dialogue  workshops focused on young people s experiences and discussion around the  issue of alcohol
0,this intervention programme provided evidence of  self realization self esteem and personal growth benefits among pupils in  five secondary schools in edinburgh
1,the programme had an impact on the  thinking of the scottish policy community in relation to public health  communication approaches on the issue of young people and alcohol
1,the research project had an enduring impact on the way the health  authorities in walsall and dudley view using the arts to develop better  sexual health services for young people and children
1,in walsall an  officer specifically dedicated to arts in health was installed a position  still in place in 2013
1,the research led to an awareness still evident  today of the value of involving the arts in health
1,our research is now  used in training health professionals in walsall and community arts work  remains at the centre of many strategies to improve the quality of life in  walsall
0,loughlin s research criticises the drive towards impersonal  decision making procedures across a  range of professional practices aiming to revive approaches placing the  cultivation of the virtues  of sound judgement at the centre of all practical discussion
2,it has  empowered opponents of  formalism in management and policy and scientism in medical practice
0,this case study concerns  loughlin s identification of the limitations of evidenced based medicine  ebm  and development of  an alternative evidence informed approach
0,loughlin has communicated his  research beyond a  narrow academic audience to a wide range of professional groups  triggering a growing  recognition of the need for a humanist person centred alternative to ebm
0,practitioners and  patients alike benefit from the requirement to frame all debates about  good practice with reference  to the understanding that the parties to the clinical encounter are persons
0,as a result of commissioned research produced by northumbria university  a new system for  supporting young people in the move to independence from local authority  care has been  developed
0,this includes an innovative method of assessment and the  creation of two new joint  posts shared between newcastle city council and home housing group
0,the  research revealed  that people from care are over represented among the north east s homeless  population and that  professionals felt that support systems for the most vulnerable young  people could be improved
0,research has led to other service changes by newcastle city council that  more effectively meet  the needs of homeless and socially excluded people
0,professor bewley taylor s research has provided a challenge to  conventional wisdom within high level debates on international drug  control
2,his research has pioneered concepts that explain the increasing  tensions between the united nations un drug control conventions and  national policies on controlled drugs that deviate from  punitive prohibition and it has classified policy options as conforming  challenging or contradictory to the un conventions
2,through publications  presentations and face to face consultation he has influenced the work of  non government organisations on drug policy and stimulated debate among  national un and european union drug policy officials and national  ambassadors considering changes in policy or withdrawal of existing  policy
2,in helping to reframe drug policy discourse his research has  facilitated consideration of policy approaches that aim to reduce a range  of drug related harms
0,research on residential care and extracare supported housing conducted  by swansea s centre  for innovative ageing cia has impacted on the development and  reconfiguration of supported  housing services in wales
2,our research on care home closures has directly  led to welsh  government wg consultation on guidance regarding escalating concerns  for care home  closures and the independent advisory group on local authority closure of  care homes has  recommended that our amendments to escalating concerns should be adopted  in relation to care  home closures due to strategic policy reasons
0,work is now underway by the  wg to publish  revised guidance in relation to care home closures based on our research
0,three local authorities  swansea vale of glamorgan and wrexham have used our research on the  challenges  associated with extracare provision to inform the development of future  services
0,the use of performance enhancing methods and substances or doping  has  been the major ethical issue relating to elite sports for several decades
2,prof mcnamee has led internationally recognised research that has  contributed significantly to national and international approaches to  catch or deter athletes from doping
2,this has taken the form of research  underpinning the development of uk wide approaches to anti doping  education for sportsmen and women educational materials for sports  physicians around the world and significant influences on policy critique  and development at the global level for both the international cycling  union and the world anti doping agency wada
0,research conducted at swansea university has helped transform the  pre competition strategies of elite sport
0,this research has focused  mainly on the application of post activation potentiation pap   manipulation of warm up variables and morning priming for enhanced  performance
0,this work has had significant impact on the recent successes  of elite skeleton bobsleigh athletes at the 2010 winter olympics e g
0,4%  improvement on their key performance indicator and a number of other  british sports during london 2012 e g
0,british cycling who won 12  medals
0,the research continues to impact elite sports and is being  embedded into athletes pre competition routines for sochi 2014 and rio  2016
0,this case study details the broader impact of an extensive programme of  research on participation in music and arts activities from childhood  through to older adulthood
0,the research shows how people respond to feel  about and take up opportunities provided to engage with music and the  arts
0,we have shown that developing a robust musical identity in the early  stages of childhood is important in a range of educational situations  including decision making about later educational qualifications and  continued involvement or motivation for involvement in music making in  later years
0,we have also shown that participation in the arts can  contribute to enhancing community identity and challenging negative  stereotypes about ageing
2,the research has had an extensive impact on arts  education and participation policy in the uk as evidenced by discussion at  major forums and inclusion in staff training on the international music  and arts practice community through inclusion in policy documents and  multiple invitations to various events and on wider public debate about  the value of music and arts in people s lives as evidenced in the  development of community arts events and discussion in editorials
0,the clinical kinematic assessment tool  ckat is an innovative system  that detects the 5% of children with motor control problems who as a  result experience academic and social disadvantage  8212 which increases the  likelihood of educational difficulties anxiety and depression
0,ckat s  development is led by mon williams at the university of leeds  uol  in partnership with the university of aberdeen
0,since 2012 ckat  has been used in 88 primary schools in bradford
0,all reception year  children aged 4 5 years are ckat screened  4 000 children annually  with teachers using this information to prompt further assessment and  additional classroom support
0,ckat is now being commercialised via a  licensing deal 2012 with a scottish sme
1,around the world policy initiatives have aimed to increase the engagement  of clinicians in the management of health services and research has shown  that this contributes to improved patient healthcare
0,research led by  professor ian kirkpatrick at leeds university business school  lubs has identified obstacles to this engagement and proposed ways to  overcome them
1,the findings have been distilled into training and  educational material which has been delivered to national health service  nhs staff and guidance which has been used by nhs organisations to  improve practice
0,collectively this work has contributed to improved and  more efficient patient healthcare in several nhs trusts
2,anna lawson s research into disability equality and human rights  has shaped and strengthened the disability policy of the european union  eu and council of europe coe
0,the research formed the basis of a new eu wide system for tracking the  progress being made by 34 countries in implementing the united nations  convention on the rights of persons with disabilities 2006 disability  convention
0,lawson s research also shaped the content of a coe recommendation issued  to its 47 member states on the political rights of disabled people
0,in  particular her research influenced the coe s ground breaking decision to  include an explicit recognition that mental disability never justifies the  deprivation of voting rights
0,research examining the best ways of identifying and diagnosing motor  impairment in children has established a universal standard of assessment  the movement assessment battery for children mabc
0,co authored by sugden  university of leeds  a complete new edition was developed in 2007
0,the  second edition contains a new standardised test of motor impairment a new  criterion referenced checklist and a new intervention manual based on  participation and learning all informed by the authors theoretical  empirical and professional research
0,the mabc is used in educational  health and psychological services globally to provide detailed and  accurate profiling of children 3  16 years and through assessing  children s motor skills and providing guidelines for intervention it is  used to determine strategies across the world to improve participation in  activities in daily living for children with movement difficulties
0,research by utley and colleagues at the university of leeds  which examined ways of identifying  diagnosing and assessing developmental coordination disorder dcd in  children led to an  elaboration of the working definition of the condition  the leeds  consensus statement
0,compared  to other developmental disorders and impairments dcd has been poorly  understood with the  previous diagnostic criteria causing confusion amongst clinicians and  practitioners
0,the 2006  consensus statement provided a new universal standard in the diagnosis and  assessment of dcd  together with clear principles to guide intervention
1,its impact from 2008  onwards can be  demonstrated through educational and health clinicians and practitioners  across the world adopting  the new standard and using it to diagnose dcd
0,worldwide 4 6% of children  born have dcd since  2006 this is identified by the leeds consensus statement
0,durrant s research on the therapeutic potential of literature as a way of  working through trauma led to the creation of a unique model of  bibliotherapy
0,the application of this model within three leeds and  bradford organisations had significant impact on the mental well being of  asylum seekers and refugees and increased the capacity for organisations  to provide effective and sustainable therapeutic services
1,the success of  these initiatives led to further public and third sector collaborations  and the model being adopted by a range of health education public and  charitable organisations both nationally and internationally
0,since june 2010 dr iona mccleery has led a programme of public  engagement activities including workshops in schools and museum  exhibitions
0,these activities enhance adults and children s awareness of  historical food and diets and encourage participants to reflect on their  own diet through comparison with medieval lifestyles
0,supported by the  wellcome trust the work has been a highly successful example of original  historical research s ability to fire the public imagination and to  inspire children in formal education to follow a healthier lifestyle  50 000 adults and children in yorkshire have participated in the project  to date
0,kennedy s research advanced knowledge and good practice amongst web  designers to enable them to include people with intellectual disabilities  id amongst their website audiences and thus improve web accessibility  for this user group
0,the research   raised awareness about techniques for id web accessibility amongst web   designer participants  changed the practices of web designer participants enabling them to   enhance the id accessibility of the websites they build  facilitated web designer participants to undertake id targeted web   design  shared id web accessibility expertise with other relevant   organisations  advanced knowledge good practice within a wider audience through a   website dedicated to sharing id accessibility techniques
0,raised the confidence of people with id
2,research led by professor mark priestley at leeds increased the  democratic participation of policy users in the disability field and  shaped public policy law and services across the european union eu
0,collaborative research methods provided the knowledge and skills for  disabled people s organisations to change the investment priorities of  european funding programmes
2,a seven year programme of comparative  research provided the evidence and tools for the european commission to  develop disability policies and fulfil eu treaty obligations to the united  nations
2,the impact pathways are based on a strategic partnerships with  research users  b policy relevance in the underpinning research and   c direct inputs to eu policy process
0,these pathways are illustrated  with reference to two eu funded projects value in excess of  8364 4m
0,as a direct result of methodological research led by professor ray   pawson at leeds  realist evaluation has provided a new lens  through which to assess and develop social programmes
2,it has critically  changed the apparatus of evidenced based policy and the way in which  policy research is commissioned and utilised
1,through advisory work  training package provision partnership research and professional  exchange this realist perspective has formed a new standard in social  programme evaluation and is used by commissioners in the uk and  internationally to frame their interventions across policy domains  including education environment criminal justice and health and social  care
1,research led by professor sue yeandle at leeds on working age  carers has focused policymakers attention on carers contributions to  society their role in the health and social care system and the issues  they confront in reconciling paid work with unpaid care
2,the research  findings have  a provided a vital evidence base shaping policy work of  the national charity carers uk  b influenced government policy  formation and evaluation including playing a direct role in shaping the  government s national care strategy in 2008 and c informed wider policy  and parliamentary debate supporting carers of working age
2,research on the impact of exposure to pornographic and sexualised  material online and offline and the links to sexual exploitation  addresses major issues in contemporary society and raises awareness and  improves policy and practice responses
0,the research has led to several  impacts including 1 improving policing and child protection practices  through training with the metropolitan police and child exploitation and  online protection centre ceop on online grooming of children 2  informing public debate on pornography healthy relationships and sex  education through extensive public engagement and 3 impact on  governmental policies regarding child protection and internet service  provision
0,the key beneficiaries are vulnerable children and agencies  working to protect them from sexual exploitation and exposure to  pornography
2,the increasing diversity of migrant and minority ethnic communities and  the growing awareness of multiple experiences of inequalities age  gender race and religion require appropriate interventions and policy  measures
2,since the 1990s research by the social policy research centre  sprc has enabled minority ethnic organisations and other local service  providers to gather evidence and develop initiatives and practices better  adapted to a challenging socio economic and funding context responding  to the changing needs of their users and challenging the barriers they  face in accessing services
1,areas of focus include welfare advice health  services and the needs of migrant children and their families in relation  to schooling and education
0,key beneficiaries have been community  organisations whose skills have been enhanced to use research evidence in  identifying user requirements successfully securing funding and meeting  user needs
2,our research has had a direct influence on policy makers  commissioners  and practitioners understanding of the value of peer led self help groups  and the potential of citizen service user researchers for driving service  improvements grounded in lived experience
0,that impact is reflected in   national and local guidelines  national and local training initiatives  the sustained commissioning of two service user citizen research   groups and related service improvements  increased social capital and skills for the citizens involved
1,our research has directly informed the development of services that are  supporting recovery from mental ill health by enabling mental health  service users to   return to or gain employment experience improved levels of wellbeing and social inclusion through  engaging in creative activity
0,research conducted at warwick business school wbs  in collaboration  with warwick medical  school and warwick manufacturing group has provided new models and  techniques for  understanding and improving hospital processes and has been adopted by  four nhs trusts in  england informing their services and professional practice as well as  enabling more efficient  decision making
0,research findings have been used to develop the simlean  concept a simulation  approach for use in hospitals
0,simlean was developed in order to educate  healthcare staff about  lean principles and has been adopted commercially by the global company  simul8 as a platform for  further development
0,significantly this research has also informed the  national strategy for service  improvement in the nhs
0,the impact of dr andrew davies research into youth gangs and violence in  manchester is unusually wide ranging
0,since the publication of his book the   gangs of manchester in 2008 davies has made a substantial  contribution to public discourse raising awareness through the media  8212  nationally and locally  8212 of the historical antecedents of current problems  posed by gang conflict and knife crime
0,he has made a series of  presentations of his core findings to practitioners in education and the  criminal justice system
0,his research has also inspired new forms of  artistic and literary expression notably in the play angels with   manky faces 2009
0,based closely on davies book this was written  and performed by a community theatre company in 2009 and has subsequently  been performed in local secondary schools
0,davies work continues to  generate interest among poets and musicians as well as documentary  film makers while his collaboration with a manchester tour guide has  contributed to the development of tourist provision in the city
0,the impacts of the research include a promotion of self esteem in   transgendered youth b changing attitudes among school and   college students and training teachers c modelling best  practice in support organisations d shaping opinion in influential   forums up to parliamentary level
0,these impacts are planned  centrally coordinated and delivered by an infrastructure developed out of  the research for this purpose gendered intelligence gi
0,co founded by  researcher catherine mcnamara gi is the leading organisation in its  field with impacts felt nation wide from plymouth to east anglia
0,the  value of gi s impact has been recognised at governmental level by the  minister for schools
0,new techniques developed from research into verbatim theatre have 1  helped families affected by child sexual abuse by a giving them  new ways of working through the trauma of their experiences and b  improving communication and dialogue with the relevant agencies of care   2 developed in social work professionals through new training  methods a greater understanding of a sexual abuse and its impact on  families and b how to train social workers in this field  3 been  extended and adapted for student nurses to facilitate new  approaches to training empathic engagement and reflective approaches to  practice
0,in a contemporary world preoccupied with the protection of children it  is profoundly shocking to learn that child labour played a key part in  britain s industrial revolution
0,indeed that this pioneer economic  transition would not have happened in the way that it did without child  labour
0,jane humphries draws this startling conclusion from a study of  more than 600 working class autobiographies
0,these offer unprecedented  insights into child labour family life careers and schooling
0,seen from  below through the eyes of history s everyman the costs and benefits of  industrialization acquire new edge
0,the impact of humphries work has been  to change public understanding of this momentous divide by integrating  humanity back into economic history and trauma back into the industrial  revolution
0,we have developed resources that have been widely used nationally and  internationally to support the education of healthcare professionals and  nurses
0,our aim is to enhance the safe care of patients
0,professor sandra fredman s four dimensional model of equality was  incorporated into the equality act 2010
0,fredman s research focuses on  developing an understanding of equality that is sound in principle and  that is capable of articulating the purposes of equality legislation  particularly for newly developing equality duties which require bodies to  take the initiative to promote equality
0,she has developed a conception of  substantive equality  involving four dimensions redressing  disadvantage addressing different needs arising from different  identities promoting participation and preventing stigma prejudice  harassment and violence
0,fredman s recommendations were adopted in the  equality act 2010 to specify the goals of the equality duty
0,this is now  incorporated into guidance produced for and by public bodies regarding  the fulfilment of their statutory equality duties
0,this case study demonstrates the impact of an inter related body of  research undertaken by the open university s ou centre for ageing and  biographical studies upon the ways in which older people experience  everyday ageism housing and design and end of life care
2,the research  has provided evidence for charities and non governmental organisations  ngos seeking to shape government legislation initiate action on  age friendly environments and to change care practice
0,as a result it has  helped inform the uk s equality act 2010 new guidance on toilets in  public spaces user friendly extra care housing and an exemplary training  programme on end of life care in care homes
0,dr covey s research has focused on understanding the public perception of  hazards and how this might feed through into their preferences for safety  prioritisation
2,her work at durham has changed government policies and has  had significant impacts on how uk wide investment decisions are made
1,it  has saved the railway industry millions of pounds in unnecessary upgrade  costs and placed a monetary value on the impact of air pollution on health  for the first time
0,her work has allowed the views of the public to be fed  into decisions that could affect their own safety and has provided more  accurate and robust figures for the valuation of safety
0,this case study focuses on the construct of mind mindedness parents or  carers ability to tune in to what their young children are thinking or  feeling
0,durham based research highlighted how parental mind mindedness is  associated with a range of positive child and family outcomes and has had  impact via two main routes  a advice and support offered to parents  10 000 copies of the nspcc s all babies count booklet and  associated social media sites reaching 800 000 parents  and b  interventions targeted to improve outcome in parents and families  experiencing difficulties
0,between 25% and 33% of all perpetrators of sexual abuse in the uk are  children or young people
2,policy and practice in relation to this group  has been under developed
0,the research detailed in this case study  constitutes a body of work that has identified gaps in service delivery  and has significantly advanced policy training treatment services and  assessment and intervention practices for this group of children and their  families
0,the research findings have led to a shift across key service  providers including barnardo s and nspcc away from adult sex offender  approaches towards more child centred and holistic interventions
2,durham anthropology s innovative and influential dfid funded work on  transport and mobility in africa has resulted in the international  development community and national governments recognising that transport  and mobility challenges must be addressed to improve economic and social  wellbeing in rural communities in sub saharan africa and elsewhere  particularly among vulnerable populations
2,recommendations arising from  our research have been adopted by the world bank ghana s education  service help age international dfid transport research laboratory and in  key resources for policy makers teacher training workshops in ghana  agenda setting policy reports including tanzania s draft national  transport policy framework and workshops for transport policy makers and  practitioners
