id,sentence,label
259,teenagers who were hiv spoke for the first time about  their problems sharing their concerns with each other and with health  academy counsellors,0
260,a booklet of the best comics was distributed to  teenagers in edendale and via the whizzkids united website,0
261,this research stimulated debate about the treatment of people in  vegetative and minimally conscious states created new cultural  representations and informed interventions to enhance decision making  processes,0
262,professor jenny kitzinger jk  the lead researcher  was invited onto the royal college of physicians working party revising  the college s treatment and communication guidelines,0
263,the research  generated intense engagement from key stakeholders e g,0
264,medical and  policy experts  prompted changes in thinking among clinicians and  informed new training and support materials for both clinicians and  families,0
265,the findings also enriched public discussion about this highly  contentious area of medicine and ethics e g,0
266,through a series of  media cultural interventions and through community engagement events which  had a documented impact on participants knowledge and feelings,0
267,research from the violence and society research group at cardiff  university has led directly to the development of a pioneering  multi agency data sharing model for violence prevention that uses hospital  emergency unit data,0
268,results from implementation of the data sharing model  demonstrate decreases in violence,1
269,this success has encouraged  international adoption in addition to the uk coalition government national  commitment to implement the approach uk wide,1
270,research in dyslexia carried out within the unit has had impacts on  practitioners and services in education health and welfare,1
271,pioneering  research by dr bahman baluch and dr maryam danaye tousi university of  guilan iran on farsi and the relationship between orthography and the  process of learning to read has made a significant contribution to the  ways in which reading is taught in iran throughout the curriculum,0
272,research on a common underlying deficit in dyslexia by dr nicola  brunswick which lead to her appointment as trustee of the british  dyslexia association bda  has helped improve services for people with  dyslexia in the uk,1
273,research at oxford has played a central role within the recent  restructuring of the nursing workforce to improve healthcare quality in a  context of growing service demands and tightening resource constraints,1
274,much of this restructuring has been heavily dependent on the use of the  healthcare assistant hca role provoking much controversy,0
275,presented as  a flexible low cost resource these hca roles are also unregulated and  therefore seen as a potential source of patient risk,0
276,oxford researchers  have fed into this debate across a number of projects strengthening the  evidence base on the nature and consequences of the hca role,0
277,examining  the role from the perspective of different stakeholders these projects  have impacted on national regional and local policy and practice centred  on the management and use of hcas,0
278,in so doing the research has  contributed to the development of a more productive and safer nursing  workforce,1
279,since 2005 a pioneering set of oxford university studies has actively  informed the development of  vidence based policy practice and programming for aids affected children  in sub saharan  africa totalling an estimated 85 million children orphaned by hiv aids  or living with aids ill  caregivers,0
280,key impacts include new policies on psychosocial support on  young carers of aids sick  parents as well as orphans and on child abuse prevention for  aids affected families,1
281,these  are based on oxford findings that revealed major effects of parental aids  on children s  psychological educational and sexual health,0
282,crucially the research has  also identified modifiable  pathways of risk and resilience that have been used to guide  interventions,1
283,as a result studies are  extensively cited in policy documents of the south african government us  president s emergency  fund for aids relief pepfar usaid  unicef and save the children and  have been used to  train over 10 000 health and community staff and to develop programmes  reaching millions of  children throughout the region,0
284,for several years members of the uehiro centre for practical ethics have  been engaged in research on the scope and limits of responsibility with a  particular focus on conditions that seem to subvert responsibility such  as addiction,0
285,this research has had a significant impact on public  policy 8212 most notably through dr hanna pickard s invitation by the  department of health and the ministry of justice to develop a module for  prison staff training but also through a report of the house of lords  science and technology select committee in which evidence given by dr  bennett foddy was cited and through a document prepared for the technical  development group of the world health organisation in which work by dr  bennett foddy and julian savulescu was cited,1
286,the research has also  generated active blog discussions with members of the public,0
287,poor people define poverty to include a simultaneous lack of education  health housing mployment and income among other factors,0
288,recognising  this sabina alkire and james foster developed an axiomatic methodology of  measurement that incorporates multiple dimensions of poverty  8212 the alkire  foster method af,0
289,the af method provides a robust  open source  measurement tool for policy making,0
290,one key impact is an af index covering  100 countries published annually in the undp s human development   reports,0
291,another is national adoption by three governments and a  multidimensional poverty peer network of 22 governments and agencies,1
292,the  af method is also incorporated into other internationally recognised  well being measures such as usaid s 19 country women s empowerment in  agriculture index and bhutan s gross national happiness index,0
293,research from the unit has demonstrated a positive effect of the amino  acid beta alanine on exercise performance and capacity which has informed  best practice on its use by elite athletes athletic individuals and the  general population,0
294,in addition this research has allowed performance  nutritionists and exercise physiologists access to research that affords  them the ability to follow an evidence based practice approach with their  clients,0
295,our research has contributed to the increased worldwide use of  beta alanine as a dietary supplement to enhance sport and exercise  performance,0
296,this case study demonstrates the impact generated through research  studies at plymouth university into sexting  the self generation and  distribution of explicit images by children and young people,0
297,the  findings have informed briefing material for ofsted inspectors been used  to develop material for schools and led to schools developing new  curriculum based support and peer mentoring,1
298,the research has also  extended the understanding of the emerging issues and helped inform  national debate and public discourse,0
299,with over half a million malaria related deaths every year the existence  of counterfeit antimalarial  medication continues to have a devastating effect on malaria related  mortality and morbidity on a  global scale,0
300,primary investigations into this murderous trade led by dr  paul newton at the  university of oxford s centre for tropical medicine have prompted  criminal investigations drug  trafficking arrests intervention from the world health organization and  have also led to the  establishment of new screening facilities and mobile screening technology  in affected areas,0
301,this  research and the interventions it has fuelled will save thousands of  lives,0
302,this case study is based on two areas of research both focused on young  women s sexual health conducted by hoggart and newton between 2009 and  2013,0
303,the first concerns abortion and the second concerns long acting  reversible contraception hereafter larc,0
304,the research has had the  following impacts sexual health policy has been influenced the delivery  of sexual health service has changed guidelines have been informed  practitioners have used the research findings new clinical processes have  been adopted professional training has been influenced by the research  and industry has invested in research,0
305,europe needs better social services as its population ages,0
306,however low  pay and status are making recruitment and retention difficult,0
307,eu public  procurement rules are transferring services to the private and  not for profit sectors where there is limited scope for effective social  dialogue,0
308,jane lethbridge s research has led epsu affiliates to understand  the trends and realise the importance of european level action,0
309,this  awareness informed epsu s 2009 congress decisions which prioritised  future social services social dialogue work,0
310,by 2012 epsu had started to  discuss how to support an eu sectoral social dialogue committee where it  will be the trade union social partner,0
311,rebound is an interactive media based drug prevention programme targeted  at young people in europe,0
312,researchers at the university of greenwich  worked with young people to redesign the curriculum and materials for a  british audience and produce a series of short educational films which are  being used in the programme s resilience training,0
313,preliminary results  show a reduction in drug and alcohol harm amongst participants including a  drop in binge drinking reduced cannabis use increased search for help  and greater harm reduction knowledge,1
314,after using the films young people  are making their own videos as educational tools to pass on their  learning,0
315,this case describes social and health impact which arose as a result of interdisciplinary research at the university of liverpool and the university of manchester on the use of computer tools for communication with children and vulnerable adults,0
316,this research led to the development of the in my shoes ims computer program which is now widely used for interviewing children for example in cases of child abuse in local authorities across the uk,1
317,since 2008 ims has been used in the uk by more than 750 practitioners including psychologists child psychiatrists other mental health staff health workers educational workers and specialists in forensic services,0
318,ims is also used internationally in ireland belgium sweden and norway where more than 100 practitioners are already trained and are using the program in their day to day work,0
319,lse research has helped shape children s internet literacy and safety  policy,0
320,in the uk the research informed the establishment of the uk  council for child internet safety ukccis and the creation by the council  of the uk s first child internet safety strategy,1
321,based on the research  the council tasked industry to improve safety tools and raised awareness  among parents and teachers,0
322,this has enhanced children s online  opportunities digital literacy and ability to cope with online risks  thereby reducing the probability of harm,1
323,in europe the research informed  the european commission s safer internet programme s work on industry  guidance safety tools and awareness campaigns shifting the emphasis from  protecting children to empowering them to use the internet safely and with  confidence,0
324,policy and practical initiatives around the world draw on the  methodology and findings of the research,0
325,work carried out by stalford and drywood at the liverpool law school  between 2008 and  2012 has been at the forefront of eu action in the field of children s  rights,0
326,it has provided the  blue print for a coherent approach to the development monitoring and  evaluation of  children s rights at european level,0
327,in doing so it has directly  influenced the way in which  laws and policies are formulated by the european institutions towards  more explicit  meaningful engagement with children,1
328,in addition to the longer term benefits for children of more responsive  laws and policies at eu level  the research cited in this case study has reached a wide range of  beneficiaries encompassing the  eu institutions and agencies the international legal community and the  ngo sector,1
329,in particular  the authors comprehensive development of a detailed set of eu children s  rights indicators and  child rights mainstreaming methodology have been endorsed by the european  institutions and  ngo sector as mechanisms central to monitoring the compatibility of  european measures with  international children s rights obligations,0
330,the extent to which these  processes enhance the eu s  legal and policy responses to specific children s rights issues is already  evident in the development  of eu child protection measures and in negotiations with states wishing to  join the eu,0
331,many adverse outcomes including deaths have been attributed to alarms,0
332,historically alarms have fallen short of their potential to contribute to  safe working because the psychological aspects of understanding and  responding to alarms were overlooked,0
333,without careful consideration of the  relationship between the acoustic elements embodied in their design and  their relationship to both understanding and timely response alarms by  themselves are no guarantee of safety,0
334,edworthy and hellier have a long  record of influential work on the study of the relationship between alarm  design understanding and response,0
335,this involvement has led to changes  in guidelines international standards the development of best practice  documents and new products in both healthcare and the rail industry in  both the uk and worldwide particularly the us,0
336,the human factors group hfg has established an evidence base to inform  the design implementation and evaluation of risk communications in  promoting safe behaviour,0
337,they have delineated a range of design  linguistic and personal variables that influence the effectiveness of risk  communications as well as identifying important demographic and  psychological variables that affect personal safety particularly in  relation to driving,0
338,this evidence has been used to inform the development  of road safety interventions and tools guidelines for communication in  civil emergencies,0
339,there has been impact at national and local government  level driving changes in policy and practice,1
340,evidence has been  integrated into the road safety policy and interventions of local  government and into government guidance on communicating during civil  emergencies,1
341,emergency preparedness documents for public use have been  developed and validated,0
342,our success at embedding research evidence into  practice has received national and international recognition e g,0
343,prince  michael international road safety award 2012 hm government emergency  preparedness guidance  case study illustrating good practice and a  request for dissemination to world health organisation,0
344,this research improved policy makers and practitioners understanding of  well being among residents of social care facilities by identifying the  factors contributing to residents quality of life,0
345,this research resulted  in the development of the adult social care outcomes toolkit ascot   whose use is rapidly increasing both in the uk and internationally,0
346,evidence from beneficiaries including policy makers experts and service  practitioners as well as interviews with service users indicates that  ascot captures aspects of well being that are highly valued by service  users and policy makers alike,0
347,young lives is identifying major influences on children s development  from infancy to adulthood by carrying out a pioneering longitudinal study  across four developing countries over 15 years,0
348,young lives gathers and  analyses data on how childhood is changing in diverse communities  especially through the impact of economic cultural and policy shifts by  studying two age cohorts in each country,0
349,unicef the world bank plan  international and save the children international among others are  using young lives research to design childhood poverty reduction policies  in the post 2015 development agenda,1
350,the research also underpins the  re visioning of global child protection work by unicef save the children  canada and world vision uk,0
351,this case study highlights a body of research around health research  priority setting rps that assists policy makers in effectively targeting  research that has the greatest potential health benefit,0
352,empirical  research on rps led to organizational changes and new policies within the  cochrane collaboration along with new training resources and new rps  exercises,1
353,a research gap on inequalities in the risk of oral cancer in  the english south asian population led to an evidence synthesis exercise  being carried out by the national institute for health and care excellence  nice and the formulation of a new public health guideline,0
354,this case study demonstrates the impact of research focussed on  establishing a set of european core competences in genetics for health  professionals,0
355,prior to the research there were clear inequities and  inconsistency of practice regarding genetic health services for patients  across europe in particular in the fields of genetic counselling and  genetic nursing,0
356,the core competences for genetic nurses and counsellors  are now being used as the foundation for genetic nursing and genetic  counselling profession in europe to improve standards of patient care,0
357,standards of practice and education curricula for master s degree  training programmes and a formal european registration process for genetic  counsellors and nurses are all based on the outcomes of the initial study  at plymouth,0
358,these measures have resulted in professionalization of  genetic nursing and genetic counselling in the european context and  consequently improved consistency of care,0
359,this case study concerns research around public injecting and risks and  has been led by prof coomber in partnership with drug and alcohol action  teams daats in plymouth barking and dagenham and southend,0
360,the  exploration and analysis of public injecting activity has impacted upon  the policy and practice of all three daats,1
361,the research has led to the  improved management of an environmental risk and hazard impacted upon the  planning of drug support services and led to a change in strategy amongst  drug agencies in the three locations,0
362,this case study concerns a body of research conducted at plymouth  university on outdoor and experiential learning,0
363,the research has impacted  upon children and schools through developing outdoor learning approaches  and schools making changes to the school physical environment to support  learning,0
364,it has also impacted upon practitioners and their practices and  influenced the review of outdoor learning curriculum in victoria  australia,0
365,it has led to a successful lottery bid led by the silvanus  trust which is having a direct impact on practitioners and their approach  to understanding outdoor learning and well being,0
366,this research on those with intellectual and developmental disabilities  idd who exhibit challenging and or criminal behaviour has impacted on  public policy professional practice and carers and service users  quality of life both in the uk and internationally e g,1
367,japan new  zealand,0
368,the impact has been maximised by the researchers serving on  government advisory committees writing government policy documents and  delivering training to service providers and their staff,0
369,the research was  also fundamental in establishing the need for networks to support service  users and their families leading to the formation of the challenging  behaviour foundation,0
370,this research developed brain computer interfacing technology which has  enabled people with severe physical disability to interact with and create  music,0
371,professor eduardo miranda and his team built and trialled a  proof of concept device for patients suffering from almost total paralysis  of the body,0
372,locally this has significantly improved the quality of life  for one individual and changed the attitudes of hospital staff,0
373,more  widely it is informing the further development of assistive bcmi  technology and contributing to on going and emergent impact in musical  creativity that engenders new ways of thinking about the potential  relationships between science technology and music,0
374,this research on deinstitutionalisation and high quality community based  services has helped  transform the political and public debate informing the management of  services and improving the  quality of life of people with intellectual and developmental disabilities  idd by changing the  practices and attitudes of staff,0
375,it has led to people leading more active  and fulfilling lives and  experiencing more choice and control,0
376,these impacts have reached far  beyond the uk extending  to ireland central and eastern europe australia and elsewhere,0
377,this research involved the first socio political analysis of the japanese  child protection and child  welfare system to be published in either japanese or english,0
378,it has had a  major impact on  debates which led in japan in 2010 and 2011 to the most significant policy  changes in the past  sixty five years in relation to the care and treatment of all looked after  children in japan currently  numbering around 40 000,0
379,it has also influenced the way in which trainee  child protection social  workers are educated and how research on child welfare institutions is  undertaken,1
380,hewstone s theory and research on intergroup contact has made two major  contributions to uk policy on social integration  1 promoting community  cohesion between different ethnic groups for example by providing a  guiding principle for policy documents and survey items for the  citizenship survey prepared by department of communities and local  government dclg,0
381,2 providing the theoretical base and rigorous  evidence for the sharing education programme sep in northern ireland  ni  which links schools across the denominational divide and provides  opportunities for sustained contact for pupils who typically have no such  cross group exchanges,0
382,sep is already having impact in changing attitudes  in ni and elsewhere,0
383,we have developed and applied an approach to help athletes view the  psychological stress of competition as a challenge positive rather than  a threat negative,0
384,this approach either has been or is shortly to be  used in professional football professional cricket international rowing  international futsal as well as being applied to the workplace and in  education,0
385,central to this approach is a protocol underpinned by theory  for assessing cardiovascular responses to the psychological stress of  competition that indicates a challenge or threat state,0
386,based on this  protocol feedback is provided which is used to identify and support  those who may need to develop a challenge approach,0
387,the impact of this  work is disseminated through public engagement events and invited talks,0
388,clark carter and colleagues research on impact of facial morphing technology on smoking cessation has given national and international smoking cessation programmes a strong evidence base for the importance of focusing on the negative effects of smoking on personal appearance as well as on health,0
389,the work has impacted internationally the developers of the software utilised in our studies aprilage inc  have used the research as evidence for effectiveness of their software and stop smoking websites in the usa canada and ireland cite our research in full,0
390,in the uk at least three stop smoking services have incorporated age appearance morphing programmes into their practice as a direct result of workshops on our research findings and the operation  smokestorm smoking prevention initiative used by more than 100 schools across the uk uses our research findings as part of the rationale for focusing on the appearance damaging effects of smoking in the intervention,0
391,dr helen lee works with an international team on research identifying  workplace risks and  implementing changes to improve the well being of a beer sellers  community in the developing  country of cambodia,0
392,research identifying risks from hiv aids 21 7% and  alcohol overuse 1 2  litres of beer nightly has had different forms of impact the  implementation of i an educational and  industry skills training programme  8212 hotel apprenticeship program hap  reaching 30 women who  reported changes in awareness of health risks how hiv aids is transmitted  and the effect of  alcohol overuse on health and behaviour change zero alcohol consumption  and no longer  engaging in indirect sex work  ii a peer educator outreach programme  reaching over 10 600  people in the siem reap community and iii raising public and brewers  awareness of beer sellers  health risks through websites over 51 900 visits,0
393,in 2013 a near zero  prevalence for hiv aids in  the target group is reported,0
394,advanced practice roles in nursing apn roles have been developed widely  across a range of healthcare settings and organisational boundaries in  response to government policy directives,0
395,a programme of research has been  undertaken to generate robust evidence of the contribution of apn roles to  healthcare,0
396,research outputs include a theoretical framework to evaluate  the impact of these roles,0
397,this framework has been used to underpin the  development of a practical toolkit to assist practitioners to demonstrate  their impact on patients staff and the organisations in which they work,1
398,beneficiaries include policymakers professional organisations and nhs  providers and individual practitioners,0
399,policy makers professional and public audiences interested in young  people s learning about sex and sexuality often approach discussions with  strongly held sometimes conflicting views,0
400,research at sheffield hallam  university has contributed knowledge and understanding to discussions in   national policy and practice development and public debate  with impacts on education service provision and support for young people,0
401,findings have been used in parliamentary debates by national  organisations lobbying for continued or improved provision in personal  social health and economic education pshe  and in discussions about  bullying in both lesbian gay bisexual and trans lgbt specific and  also in mainstream community contexts,0
402,this has led to increased  understanding about homophobia and lgbt wellbeing,0
403,the research involved the first uncensored documentation of the  contemporary uk military pathway and has been used internationally to  raise awareness in professional participants and the general public of the  ethical and practical complexities of militarised healthcare,0
404,the impact of this research was evidenced within three distinct gt  territories 1,0
405,informing improvements in military and civilian   training leading to the creation of standard briefing materials for  british deployed forces medics and civilians to ensure early awareness of  the care pathway  2,0
406,establishing additional reference points within contemporary   art discourse and reflecting on the role of independent observers of  conflict and 3,0
407,aiding patient recovery and understanding by  helping individuals reconcile the profound change that they have undergone  through injury and by establishing precedents for a format of  comprehensive patient diaries enabling longer term understanding of  traumatic experience,0
408,the impact is founded upon methodologically innovative research that was  carried out into football fans attitudes towards homosexuality with a  subsequent study concerning race taking up the same methods,0
409,the  conclusions reached challenged a widely held set of assumptions,0
410,the  research in turn prompted positive responses from the government  equalities office and the report of the house of commons committee on  racism in football,0
411,the research was also extensively reported on in the  press internationally and has been used in several major radio and  television documentary programmes,0
412,the research then has been an  important and continuing influence in the debates concerning professional  football culture,0
413,this case has generated a new model of communication practice to deal  with sensitive issues and risk behaviours,0
414,a range of personal and policy  community impacts were achieved through implementing peer led dialogue  workshops focused on young people s experiences and discussion around the  issue of alcohol,0
415,this intervention programme provided evidence of  self realization self esteem and personal growth benefits among pupils in  five secondary schools in edinburgh,0
416,the programme had an impact on the  thinking of the scottish policy community in relation to public health  communication approaches on the issue of young people and alcohol,0
417,the research project had an enduring impact on the way the health  authorities in walsall and dudley view using the arts to develop better  sexual health services for young people and children,0
418,in walsall an  officer specifically dedicated to arts in health was installed a position  still in place in 2013,0
419,the research led to an awareness still evident  today of the value of involving the arts in health,0
420,our research is now  used in training health professionals in walsall and community arts work  remains at the centre of many strategies to improve the quality of life in  walsall,0
421,loughlin s research criticises the drive towards impersonal  decision making procedures across a  range of professional practices aiming to revive approaches placing the  cultivation of the virtues  of sound judgement at the centre of all practical discussion,0
422,it has  empowered opponents of  formalism in management and policy and scientism in medical practice,0
423,this case study concerns  loughlin s identification of the limitations of evidenced based medicine  ebm  and development of  an alternative evidence informed approach,0
424,loughlin has communicated his  research beyond a  narrow academic audience to a wide range of professional groups  triggering a growing  recognition of the need for a humanist person centred alternative to ebm,0
425,practitioners and  patients alike benefit from the requirement to frame all debates about  good practice with reference  to the understanding that the parties to the clinical encounter are persons,0
426,as a result of commissioned research produced by northumbria university  a new system for  supporting young people in the move to independence from local authority  care has been  developed,0
427,this includes an innovative method of assessment and the  creation of two new joint  posts shared between newcastle city council and home housing group,0
428,the  research revealed  that people from care are over represented among the north east s homeless  population and that  professionals felt that support systems for the most vulnerable young  people could be improved,0
429,research has led to other service changes by newcastle city council that  more effectively meet  the needs of homeless and socially excluded people,1
430,professor bewley taylor s research has provided a challenge to  conventional wisdom within high level debates on international drug  control,0
431,his research has pioneered concepts that explain the increasing  tensions between the united nations un drug control conventions and  national policies on controlled drugs that deviate from  punitive prohibition and it has classified policy options as conforming  challenging or contradictory to the un conventions,0
432,through publications  presentations and face to face consultation he has influenced the work of  non government organisations on drug policy and stimulated debate among  national un and european union drug policy officials and national  ambassadors considering changes in policy or withdrawal of existing  policy,0
433,in helping to reframe drug policy discourse his research has  facilitated consideration of policy approaches that aim to reduce a range  of drug related harms,0
434,research on residential care and extracare supported housing conducted  by swansea s centre  for innovative ageing cia has impacted on the development and  reconfiguration of supported  housing services in wales,1
435,our research on care home closures has directly  led to welsh  government wg consultation on guidance regarding escalating concerns  for care home  closures and the independent advisory group on local authority closure of  care homes has  recommended that our amendments to escalating concerns should be adopted  in relation to care  home closures due to strategic policy reasons,0
436,work is now underway by the  wg to publish  revised guidance in relation to care home closures based on our research,1
437,three local authorities  swansea vale of glamorgan and wrexham have used our research on the  challenges  associated with extracare provision to inform the development of future  services,1
438,the use of performance enhancing methods and substances or doping  has  been the major ethical issue relating to elite sports for several decades,0
439,prof mcnamee has led internationally recognised research that has  contributed significantly to national and international approaches to  catch or deter athletes from doping,0
440,this has taken the form of research  underpinning the development of uk wide approaches to anti doping  education for sportsmen and women educational materials for sports  physicians around the world and significant influences on policy critique  and development at the global level for both the international cycling  union and the world anti doping agency wada,0
441,research conducted at swansea university has helped transform the  pre competition strategies of elite sport,0
442,this research has focused  mainly on the application of post activation potentiation pap   manipulation of warm up variables and morning priming for enhanced  performance,0
443,this work has had significant impact on the recent successes  of elite skeleton bobsleigh athletes at the 2010 winter olympics e g,0
444,4%  improvement on their key performance indicator and a number of other  british sports during london 2012 e g,0
445,british cycling who won 12  medals,0
446,the research continues to impact elite sports and is being  embedded into athletes pre competition routines for sochi 2014 and rio  2016,0
447,this case study details the broader impact of an extensive programme of  research on participation in music and arts activities from childhood  through to older adulthood,0
448,the research shows how people respond to feel  about and take up opportunities provided to engage with music and the  arts,0
449,we have shown that developing a robust musical identity in the early  stages of childhood is important in a range of educational situations  including decision making about later educational qualifications and  continued involvement or motivation for involvement in music making in  later years,0
450,we have also shown that participation in the arts can  contribute to enhancing community identity and challenging negative  stereotypes about ageing,0
451,the research has had an extensive impact on arts  education and participation policy in the uk as evidenced by discussion at  major forums and inclusion in staff training on the international music  and arts practice community through inclusion in policy documents and  multiple invitations to various events and on wider public debate about  the value of music and arts in people s lives as evidenced in the  development of community arts events and discussion in editorials,0
452,the clinical kinematic assessment tool  ckat is an innovative system  that detects the 5% of children with motor control problems who as a  result experience academic and social disadvantage  8212 which increases the  likelihood of educational difficulties anxiety and depression,1
453,ckat s  development is led by mon williams at the university of leeds  uol  in partnership with the university of aberdeen,0
454,since 2012 ckat  has been used in 88 primary schools in bradford,1
455,all reception year  children aged 4 5 years are ckat screened  4 000 children annually  with teachers using this information to prompt further assessment and  additional classroom support,1
456,ckat is now being commercialised via a  licensing deal 2012 with a scottish sme,0
457,around the world policy initiatives have aimed to increase the engagement  of clinicians in the management of health services and research has shown  that this contributes to improved patient healthcare,0
458,research led by  professor ian kirkpatrick at leeds university business school  lubs has identified obstacles to this engagement and proposed ways to  overcome them,0
459,the findings have been distilled into training and  educational material which has been delivered to national health service  nhs staff and guidance which has been used by nhs organisations to  improve practice,0
460,collectively this work has contributed to improved and  more efficient patient healthcare in several nhs trusts,1
461,anna lawson s research into disability equality and human rights  has shaped and strengthened the disability policy of the european union  eu and council of europe coe,0
462,the research formed the basis of a new eu wide system for tracking the  progress being made by 34 countries in implementing the united nations  convention on the rights of persons with disabilities 2006 disability  convention,0
463,lawson s research also shaped the content of a coe recommendation issued  to its 47 member states on the political rights of disabled people,1
464,in  particular her research influenced the coe s ground breaking decision to  include an explicit recognition that mental disability never justifies the  deprivation of voting rights,1
465,research examining the best ways of identifying and diagnosing motor  impairment in children has established a universal standard of assessment  the movement assessment battery for children mabc,0
466,co authored by sugden  university of leeds  a complete new edition was developed in 2007,0
467,the  second edition contains a new standardised test of motor impairment a new  criterion referenced checklist and a new intervention manual based on  participation and learning all informed by the authors theoretical  empirical and professional research,0
468,the mabc is used in educational  health and psychological services globally to provide detailed and  accurate profiling of children 3  16 years and through assessing  children s motor skills and providing guidelines for intervention it is  used to determine strategies across the world to improve participation in  activities in daily living for children with movement difficulties,0
469,research by utley and colleagues at the university of leeds  which examined ways of identifying  diagnosing and assessing developmental coordination disorder dcd in  children led to an  elaboration of the working definition of the condition  the leeds  consensus statement,1
470,compared  to other developmental disorders and impairments dcd has been poorly  understood with the  previous diagnostic criteria causing confusion amongst clinicians and  practitioners,0
471,the 2006  consensus statement provided a new universal standard in the diagnosis and  assessment of dcd  together with clear principles to guide intervention,0
472,its impact from 2008  onwards can be  demonstrated through educational and health clinicians and practitioners  across the world adopting  the new standard and using it to diagnose dcd,0
473,worldwide 4 6% of children  born have dcd since  2006 this is identified by the leeds consensus statement,0
474,durrant s research on the therapeutic potential of literature as a way of  working through trauma led to the creation of a unique model of  bibliotherapy,0
475,the application of this model within three leeds and  bradford organisations had significant impact on the mental well being of  asylum seekers and refugees and increased the capacity for organisations  to provide effective and sustainable therapeutic services,0
476,the success of  these initiatives led to further public and third sector collaborations  and the model being adopted by a range of health education public and  charitable organisations both nationally and internationally,0
477,since june 2010 dr iona mccleery has led a programme of public  engagement activities including workshops in schools and museum  exhibitions,0
478,these activities enhance adults and children s awareness of  historical food and diets and encourage participants to reflect on their  own diet through comparison with medieval lifestyles,0
479,supported by the  wellcome trust the work has been a highly successful example of original  historical research s ability to fire the public imagination and to  inspire children in formal education to follow a healthier lifestyle  50 000 adults and children in yorkshire have participated in the project  to date,0
480,kennedy s research advanced knowledge and good practice amongst web  designers to enable them to include people with intellectual disabilities  id amongst their website audiences and thus improve web accessibility  for this user group,0
481,the research   raised awareness about techniques for id web accessibility amongst web   designer participants  changed the practices of web designer participants enabling them to   enhance the id accessibility of the websites they build  facilitated web designer participants to undertake id targeted web   design  shared id web accessibility expertise with other relevant   organisations  advanced knowledge good practice within a wider audience through a   website dedicated to sharing id accessibility techniques,0
482,raised the confidence of people with id,0
483,research led by professor mark priestley at leeds increased the  democratic participation of policy users in the disability field and  shaped public policy law and services across the european union eu,1
484,collaborative research methods provided the knowledge and skills for  disabled people s organisations to change the investment priorities of  european funding programmes,0
485,a seven year programme of comparative  research provided the evidence and tools for the european commission to  develop disability policies and fulfil eu treaty obligations to the united  nations,0
486,the impact pathways are based on a strategic partnerships with  research users  b policy relevance in the underpinning research and   c direct inputs to eu policy process,0
487,these pathways are illustrated  with reference to two eu funded projects value in excess of  8364 4m,0
488,as a direct result of methodological research led by professor ray   pawson at leeds  realist evaluation has provided a new lens  through which to assess and develop social programmes,0
489,it has critically  changed the apparatus of evidenced based policy and the way in which  policy research is commissioned and utilised,0
490,through advisory work  training package provision partnership research and professional  exchange this realist perspective has formed a new standard in social  programme evaluation and is used by commissioners in the uk and  internationally to frame their interventions across policy domains  including education environment criminal justice and health and social  care,0
491,research led by professor sue yeandle at leeds on working age  carers has focused policymakers attention on carers contributions to  society their role in the health and social care system and the issues  they confront in reconciling paid work with unpaid care,0
492,the research  findings have  a provided a vital evidence base shaping policy work of  the national charity carers uk  b influenced government policy  formation and evaluation including playing a direct role in shaping the  government s national care strategy in 2008 and c informed wider policy  and parliamentary debate supporting carers of working age,1
